epoch,loss,ce_loss,dice_loss,boundary_loss,learning_rate,timestamp
20,3.522893564656538,0.44493631551897517,2.091350804212171,0.9866064451085431,2.212034254779274e-05,2025-05-26T18:01:06.524438
21,3.520280556106755,0.4429908256497941,2.0906772417773656,0.9866124878883831,2.3459012818983566e-05,2025-05-26T18:08:56.414060
22,3.5211313633557735,0.44378378497200377,2.0907595331689954,0.9865880452074484,2.4852776978342273e-05,2025-05-26T18:13:00.454335
23,3.5209308343416588,0.4431948836310423,2.091132619036334,0.9866033319819759,2.6300681624508642e-05,2025-05-26T18:20:52.984815
24,3.52015945470673,0.44286077461528683,2.0906618620207644,0.9866368155212177,2.7801736321439653e-05,2025-05-26T18:24:55.698131
25,3.521356633513609,0.44372788312659034,2.0910336845275106,0.9865950695591573,2.9354914275914732e-05,2025-05-26T18:32:47.475106
26,3.522181630603449,0.444451416041354,2.091068827238524,0.9866613850012173,3.0959153039911825e-05,2025-05-26T18:36:50.520286
27,3.5207555290520367,0.443386925811144,2.0907457206570412,0.9866228826571121,3.26133552373725e-05,2025-05-26T18:44:42.590750
28,3.5215257136636544,0.44401764997163,2.09084867440611,0.9866593910002075,3.431638931485954e-05,2025-05-26T18:48:46.204438
29,3.5211947009978393,0.4433863676110083,2.0911866115257802,0.9866217246449451,3.606709031559393e-05,2025-05-26T18:56:41.423688
30,3.5213639924894276,0.44331125256439696,2.0914347198157186,0.9866180213620647,3.786426067634076e-05,2025-05-26T19:00:44.770896
31,3.523135450620098,0.4449634452221316,2.0915644015300003,0.9866076019778481,3.9706671046599854e-05,2025-05-26T19:08:39.233435
32,3.521859647601755,0.4440976745772268,2.0911484407581526,0.9866135338121693,4.15930611295404e-05,2025-05-26T19:12:42.572204
33,3.51990427813816,0.44271899864531783,2.0906227522895047,0.9865625303462074,4.352214054410413e-05,2025-05-26T19:20:40.040903
34,3.52023306532947,0.4427538259557449,2.090887609015758,0.9865916335594455,4.549258970768774e-05,2025-05-26T19:24:43.382302
35,3.520826412513193,0.4433585899051429,2.090900982024044,0.9865668404594635,4.750306073880069e-05,2025-05-26T19:32:41.048731
36,3.5216810048036753,0.44382660658691253,2.0912160881032165,0.9866383068974156,4.955217837908032e-05,2025-05-26T19:36:45.809639
37,3.5214856130418055,0.44381502242859605,2.0910507604084185,0.9866198300729224,5.163854093403458e-05,2025-05-26T19:44:43.996218
38,3.521575332039577,0.44410221608339157,2.0908370791048894,0.9866360367047752,5.376072123186804e-05,2025-05-26T19:48:48.749585
39,3.522799020671563,0.4445712219561096,2.091630945397924,0.9865968576398922,5.591726759973572e-05,2025-05-26T19:56:48.957207
40,3.5220437440197023,0.44414340740577074,2.091306684057035,0.9865936534067171,5.8106704856756636e-05,2025-05-26T20:00:53.138008
41,3.52215937691335,0.44454044275051724,2.0909470951545437,0.9866718451475089,6.032753532310832e-05,2025-05-26T20:08:50.932866
42,3.5223061275341516,0.44411284595200445,2.0915491276199956,0.986644151112323,6.25782398445112e-05,2025-05-26T20:12:58.166571
0,3.5219030418930504,0.4441397690682167,2.0911378136661085,0.9866254565286777,8.032834296233709e-06,2025-05-26T22:25:38.921444
1,3.5207952435623815,0.443464383087327,2.09075786083966,0.9865729984632284,8.13131472470556e-06,2025-05-26T22:32:57.773353
2,3.522039082901316,0.4439750796911053,2.0914568044794697,0.9866071982838528,8.295373920091275e-06,2025-05-26T22:37:03.466049
3,3.5219401804512347,0.4438672597531958,2.091407044271452,0.986665874397274,8.524899658052932e-06,2025-05-26T22:44:30.418064
4,3.5213580016658486,0.443772286652874,2.0909661801280994,0.9866195349801138,8.819734932005713e-06,2025-05-26T22:48:33.939774
5,3.522075360620737,0.44410468384462354,2.091349425920695,0.9866212487748239,9.17967806051781e-06,2025-05-26T22:56:02.304011
6,3.520233363528519,0.4422614819781384,2.0913456779196786,0.9866262024951661,9.604482825270242e-06,2025-05-26T23:00:03.236916
7,3.5226847769119276,0.44466216480515114,2.0913949710781243,0.9866276412997157,1.0093858639482106e-05,2025-05-26T23:07:25.106076
8,3.5225246208138405,0.4449440790386092,2.090955452112556,0.9866250919264209,1.0647470746685578e-05,2025-05-26T23:11:25.935759
9,3.520488656024314,0.44269440479159006,2.091172148871914,0.986622103928582,1.1264940449715532e-05,2025-05-26T23:18:51.527669
10,3.5211016882134047,0.44300517220061086,2.091476583785598,0.9866199308205964,1.1945845369756451e-05,2025-05-26T23:22:51.238456
11,3.5213841606616505,0.4438049479688984,2.0909837842456476,0.9865954310258699,1.2689719735269755e-05,2025-05-26T23:30:16.142958
12,3.521399574059418,0.44373497543462725,2.091055810920374,0.9866087876824385,1.349605470060385e-05,2025-05-26T23:34:16.750867
13,3.5221639706321874,0.44449053296678304,2.0910308269624513,0.9866426106516708,1.4364298694068774e-05,2025-05-26T23:41:41.383669
14,3.5223501550295593,0.4446930901652006,2.0910383918878486,0.9866186756944704,1.52938577952378e-05,2025-05-26T23:45:41.848111
15,3.5202040160065673,0.4429956639484084,2.090627792251966,0.9865805621871554,1.6284096141217338e-05,2025-05-26T23:53:07.591870
16,3.519794423554382,0.44229823048341005,2.090872314710064,0.986623876390204,1.733433636160741e-05,2025-05-26T23:57:07.984546
17,3.5217873030355897,0.44376173441095923,2.0913606528687265,0.9866649208108701,1.8443860041855752e-05,2025-05-27T00:04:34.932462
18,3.522146564903747,0.4444706417627508,2.0910433316887187,0.986632589628094,1.961190821468743e-05,2025-05-27T00:08:34.671511
19,3.5220763881415156,0.44447568235525103,2.091011845725593,0.9865888604782558,2.0837681879274863e-05,2025-05-27T00:16:03.350778
20,3.522893564656538,0.44493631551897517,2.091350804212171,0.9866064451085431,2.212034254779274e-05,2025-05-27T00:20:02.682255
21,3.520280556106755,0.4429908256497941,2.0906772417773656,0.9866124878883831,2.3459012818983566e-05,2025-05-27T00:27:30.875405
22,3.5211313633557735,0.44378378497200377,2.0907595331689954,0.9865880452074484,2.4852776978342273e-05,2025-05-27T00:31:31.709097
23,3.5209308343416588,0.4431948836310423,2.091132619036334,0.9866033319819759,2.6300681624508642e-05,2025-05-27T00:39:02.438668
24,3.52015945470673,0.44286077461528683,2.0906618620207644,0.9866368155212177,2.7801736321439653e-05,2025-05-27T00:43:02.996293
25,3.521356633513609,0.44372788312659034,2.0910336845275106,0.9865950695591573,2.9354914275914732e-05,2025-05-27T00:50:35.621489
26,3.522181630603449,0.444451416041354,2.091068827238524,0.9866613850012173,3.0959153039911825e-05,2025-05-27T00:54:35.629655
27,3.5207555290520367,0.443386925811144,2.0907457206570412,0.9866228826571121,3.26133552373725e-05,2025-05-27T01:02:07.215642
28,3.5215257136636544,0.44401764997163,2.09084867440611,0.9866593910002075,3.431638931485954e-05,2025-05-27T01:06:06.519325
29,3.5211947009978393,0.4433863676110083,2.0911866115257802,0.9866217246449451,3.606709031559393e-05,2025-05-27T01:13:37.403776
30,3.5213639924894276,0.44331125256439696,2.0914347198157186,0.9866180213620647,3.786426067634076e-05,2025-05-27T01:17:38.401294
31,3.523135450620098,0.4449634452221316,2.0915644015300003,0.9866076019778481,3.9706671046599854e-05,2025-05-27T01:25:13.511933
32,3.521859647601755,0.4440976745772268,2.0911484407581526,0.9866135338121693,4.15930611295404e-05,2025-05-27T01:29:14.569052
33,3.51990427813816,0.44271899864531783,2.0906227522895047,0.9865625303462074,4.352214054410413e-05,2025-05-27T01:36:49.673182
34,3.52023306532947,0.4427538259557449,2.090887609015758,0.9865916335594455,4.549258970768774e-05,2025-05-27T01:40:49.256527
35,3.520826412513193,0.4433585899051429,2.090900982024044,0.9865668404594635,4.750306073880069e-05,2025-05-27T01:48:27.085047
36,3.5216810048036753,0.44382660658691253,2.0912160881032165,0.9866383068974156,4.955217837908032e-05,2025-05-27T01:52:26.623350
37,3.5214856130418055,0.44381502242859605,2.0910507604084185,0.9866198300729224,5.163854093403458e-05,2025-05-27T02:00:04.055032
38,3.521575332039577,0.44410221608339157,2.0908370791048894,0.9866360367047752,5.376072123186804e-05,2025-05-27T02:04:04.201791
39,3.522799020671563,0.4445712219561096,2.091630945397924,0.9865968576398922,5.591726759973572e-05,2025-05-27T02:11:41.448044
40,3.5220437440197023,0.44414340740577074,2.091306684057035,0.9865936534067171,5.8106704856756636e-05,2025-05-27T02:15:41.867407
41,3.52215937691335,0.44454044275051724,2.0909470951545437,0.9866718451475089,6.032753532310832e-05,2025-05-27T02:23:21.566842
42,3.5223061275341516,0.44411284595200445,2.0915491276199956,0.986644151112323,6.25782398445112e-05,2025-05-27T02:27:21.243378
43,3.52073617014327,0.4431859335936276,2.0909625461202337,0.9865876925612855,6.485727883140301e-05,2025-05-27T02:35:00.850424
44,3.520553885073554,0.4429494011982352,2.0909980505030883,0.9866064348227859,6.716309331209155e-05,2025-05-27T02:39:00.875302
45,3.5195562794965745,0.44331185016396474,2.0896462302292345,0.9865981988616164,6.949410599916604e-05,2025-05-27T02:46:43.023706
46,3.522047248679042,0.444231757540677,2.0911735753980243,0.9866419155571899,7.184872236843705e-05,2025-05-27T02:50:42.348138
47,3.5211116138812715,0.4434565109738324,2.090981445071034,0.9866736594847639,7.422533174966734e-05,2025-05-27T02:58:23.712007
48,3.521212781425071,0.4433366679746727,2.0912560814132615,0.9866200300444544,7.662230842834752e-05,2025-05-27T03:02:24.040113
49,3.5221094449830033,0.4445182149066803,2.091005325375991,0.9865859079970488,7.903801275776228e-05,2025-05-27T03:10:06.790231
50,3.5223099150371646,0.44408761320915896,2.0916070012685237,0.9866153061565748,8.147079228058728e-05,2025-05-27T03:14:07.408673
51,3.521861523536337,0.4439264185865837,2.0912964509886156,0.9866386531259692,8.391898285924922e-05,2025-05-27T03:21:53.772910
52,3.5210708552053895,0.44354490751918907,2.09093744576622,0.9865885022936083,8.638090981427516e-05,2025-05-27T03:25:53.165431
53,3.5208816636159592,0.4433548279919807,2.0909149056573417,0.9866119308164573,8.885488906985375e-05,2025-05-27T03:33:38.658062
54,3.5212680230332922,0.44359447934546653,2.091026583604053,0.9866469618200435,9.133922830582347e-05,2025-05-27T03:37:39.462159
55,3.5220374324914863,0.4440902223702495,2.0913474337658466,0.9865997748682046,9.383222811530054e-05,2025-05-27T03:45:29.492231
56,3.522166533338871,0.44427032687407325,2.0912576992368743,0.9866385036454909,9.633218316715467e-05,2025-05-27T03:49:29.060310
57,3.5222220787725385,0.44439996978233226,2.091240240819569,0.9865818677457268,9.883738337253706e-05,2025-05-27T03:57:20.396623
58,3.5220199117735542,0.44493524436431414,2.0905112319405217,0.9865734329558873,0.00010134611505466296,2025-05-27T04:01:20.143664
59,3.5214299590655602,0.44315231362158103,2.0916462953815067,0.9866313522895881,0.0001038566621210485,2025-05-27T04:09:10.141647
60,3.5221470997631257,0.4440540995086189,2.0914331782415085,0.9866598227675802,0.00010636730723740032,2025-05-27T04:13:10.243334
61,3.5228641204308855,0.44457566752780736,2.0916571285403465,0.9866313222528325,0.000108876333002354,2025-05-27T04:20:59.159886
62,3.5218639785209587,0.4442440987424513,2.0910410484264266,0.9865788342678441,0.00011138202312225908,2025-05-27T04:24:59.760971
63,3.5206140146142966,0.4429193349699824,2.0911001017428896,0.9865945749636831,0.00011388266358520583,2025-05-27T04:32:51.434599
64,3.522005949869034,0.4436888861430547,2.091698689798338,0.9866183708726832,0.00011637654383349141,2025-05-27T04:36:51.095995
65,3.521437463624405,0.4432792403573132,2.091508247566317,0.9866499727337292,0.0001188619579337233,2025-05-27T04:44:41.607925
66,3.52253148396341,0.44415105869782945,2.091771636916473,0.9866087866274891,0.00012133720574375911,2025-05-27T04:48:42.118531
67,3.5204047776956475,0.44272921073929045,2.0910319354212974,0.9866436323116193,0.00012380059407568548,2025-05-27T04:56:34.857883
68,3.5221549465944633,0.44444920812736216,2.0911082872716142,0.9865974536277318,0.00012625043785403927,2025-05-27T05:00:35.135443
69,3.5220217003817638,0.4443786334660318,2.0910397275124795,0.9866033380479353,0.00012868506126847986,2025-05-27T05:08:31.553290
70,3.521769687489422,0.44403199456639464,2.0911330829796655,0.9866046137162717,0.00013110279892012392,2025-05-27T05:12:29.752040
71,3.5205580672448833,0.44297071752910416,2.090971951991056,0.9866153947137216,0.0001335019969607574,2025-05-27T05:20:22.459676
72,3.521093875609316,0.44381281897616126,2.0906839732926854,0.9865970840437691,0.00013588101422414722,2025-05-27T05:24:23.715149
73,3.521823562703653,0.4435281876983779,2.0916341278288098,0.9866612497039483,0.00013823822334867728,2025-05-27T05:32:20.432209
74,3.522116348103436,0.44386632189579533,2.091589994252373,0.9866600304461042,0.0001405720118905418,2025-05-27T05:36:21.733739
75,3.522334088969723,0.44468007331957626,2.091064947837691,0.9865890655780143,0.00014288078342673387,2025-05-27T05:44:20.328653
76,3.5211659814052525,0.4433911810230716,2.0911558119831066,0.9866189881939452,0.00014516295864707525,2025-05-27T05:48:19.754602
77,3.52238635433107,0.44422607709934814,2.091549053421883,0.9866112179636604,0.0001474169764345401,2025-05-27T05:56:17.049582
78,3.522777857564778,0.44419835861717355,2.091940130749049,0.9866393662131994,0.00014964129493313358,2025-05-27T06:00:17.058870
79,3.5213386163833453,0.44364506234080625,2.0911160371648174,0.9865775158154461,0.0001518343926025953,2025-05-27T06:08:15.994263
80,3.5205454970531407,0.44315051156276564,2.0907917406589465,0.9866032422819672,0.00015399476925920548,2025-05-27T06:12:16.061172
81,3.5208616431366613,0.44275801642014917,2.091472248236338,0.9866313747072641,0.0001561209471019824,2025-05-27T06:20:16.723175
82,3.521181081717462,0.44336361596278384,2.0912241789795303,0.9865932914418339,0.0001582114717235692,2025-05-27T06:24:17.232379
83,3.522410990917577,0.44449243555349116,2.0912824311790916,0.9866361264926963,0.00016026491310511766,2025-05-27T06:32:19.193853
84,3.5219028619655584,0.444341669304181,2.0910122191777036,0.9865489757400933,0.00016227986659448997,2025-05-27T06:36:20.648914
85,3.522072544022882,0.44420396879447244,2.091287335053072,0.9865812376478545,0.00016425495386710752,2025-05-27T06:44:24.883424
86,3.5218823410885642,0.44364537606372945,2.091606007037261,0.9866309597604745,0.0001661888238687913,2025-05-27T06:48:24.808943
87,3.5207144027848747,0.4430280907359798,2.0911041353421695,0.9865821774906114,0.0001680801537399473,2025-05-27T06:56:27.184756
88,3.522162016982995,0.44453089824175296,2.0910024117227852,0.9866287092602242,0.00016992764972046572,2025-05-27T07:00:27.845880
89,3.5209892635382967,0.44286840707210196,2.091482774990967,0.9866380814605757,0.00017173004803471513,2025-05-27T07:08:34.106369
90,3.5218765515259,0.4439466902977011,2.091318130434556,0.9866117312258793,0.000173486115756025,2025-05-27T07:12:35.360480
91,3.521000672582328,0.4431870387411047,2.0912116617696945,0.9866019715074241,0.0001751946516500669,2025-05-27T07:20:41.516115
92,3.5230107983773906,0.4451253461553518,2.0912463888306183,0.986639066959201,0.00017685448699655595,2025-05-27T07:24:41.954760
93,3.5208462028962906,0.44281761832498634,2.0914560857658424,0.9865724990325692,0.00017846448638871165,2025-05-27T07:32:50.018154
94,3.5204013063258244,0.4429488215474604,2.0908693539357817,0.9865831303151074,0.0001800235485099303,2025-05-27T07:36:51.462426
95,3.5211988385096413,0.4435792756775136,2.0909928040049657,0.9866267593619629,0.00018153060688713818,2025-05-27T07:45:02.676783
96,3.5221070847094,0.4436987143965949,2.0917936332575104,0.9866147358977806,0.00018298463062031041,2025-05-27T07:49:02.260783
