epoch,loss,ce_loss,dice_loss,boundary_loss,learning_rate,timestamp
0,1.772639258144692,0.9965917740618488,0.7760474840686109,0.0,1.4000000000000001e-06,2025-05-24T11:45:34.244963
0,1.772644000499729,0.9965967638587087,0.7760472368260396,0.0,1.4000000000000001e-06,2025-05-24T11:47:03.137128
1,1.5291498743189782,0.7497263075401357,0.779423565298689,0.0,2.3e-06,2025-05-24T11:49:25.610897
0,1.7726408950237285,0.9965933742216916,0.776047519990799,0.0,1.4000000000000001e-06,2025-05-24T11:55:02.114238
1,1.5291485848775224,0.7497238193949064,0.7794247642515268,0.0,2.3e-06,2025-05-24T11:57:21.522569
2,1.1994000309944837,0.41385222381868586,0.7855478068875947,0.0,3.2e-06,2025-05-24T11:58:22.862242
3,0.9981800747862746,0.20962483431599543,0.78855523993657,0.0,4.1e-06,2025-05-24T12:00:44.119570
4,0.9211322434367514,0.1327164526957638,0.7884157917105594,0.0,5e-06,2025-05-24T12:01:46.289288
5,0.8922486846346795,0.11118005623519706,0.7810686285311308,0.0,4.532091636218622e-06,2025-05-24T12:04:06.757739
6,0.8754052847282251,0.10335229765161259,0.7720529872571842,0.0,3.3070916362186215e-06,2025-05-24T12:05:09.128796
7,0.8655020960934866,0.10095668802217517,0.7645454077404117,0.0,1.7929083637813792e-06,2025-05-24T12:07:32.127952
8,0.8614015667890523,0.10285670744876067,0.7585448592815837,0.0,5.67908363781379e-07,2025-05-24T12:08:34.386864
9,0.8586674347420249,0.1021519922709169,0.7565154419302826,0.0,1e-07,2025-05-24T12:10:58.732795
0,1.1222064183115845,0.34636407741545605,0.7758423411345186,0.0,5.599999999999999e-07,2025-05-24T12:51:09.128606
1,1.0910506387096193,0.3155799136348531,0.775470724078509,0.0,9.199999999999999e-07,2025-05-24T12:53:28.979336
2,1.0333846942686191,0.25845809493288613,0.7749265987700014,0.0,1.2799999999999998e-06,2025-05-24T12:54:29.071599
3,0.9685817942122903,0.1915136136438381,0.7770681799368964,0.0,1.6399999999999998e-06,2025-05-24T12:56:49.648733
4,0.9112112331413152,0.13347979778568006,0.7777314340943025,0.0,2e-06,2025-05-24T12:57:49.034435
5,0.8699974848496538,0.09560566436172016,0.774391820887326,0.0,1.8185661446562e-06,2025-05-24T13:00:08.003463
6,0.8466386321821777,0.07579076182321355,0.7708478701205741,0.0,1.3435661446562e-06,2025-05-24T13:01:07.781467
7,0.8333162428400236,0.06569796709438079,0.7676182760436305,0.0,7.564338553437999e-07,2025-05-24T13:03:29.005392
8,0.8272540315259835,0.062200664724076545,0.7650533672617864,0.0,2.814338553438e-07,2025-05-24T13:04:29.075985
9,0.8247139724869896,0.061427369298379594,0.7632866027589742,0.0,1e-07,2025-05-24T13:06:47.694396
0,1.122206508430164,0.3463638703789786,0.7758426377060534,0.0,5.599999999999999e-07,2025-05-24T17:46:44.133008
